id_vente,date_vente,produit,quantite,prix_unitaire,total_vente,categorie,vendeur
V00311,2025-06-25,Disque SSD 512 Go,17,120,2040,Stockage,Camara Ousmane
V00312,2025-04-11,Clé USB 64 Go Kingston,4,12,48,Accessoires,Barry Fatou
V00313,2025-08-25,Ordinateur Portable Dell,3,880,2640,Informatique,Camara Ousmane
V00314,2025-07-06,Clé USB 64 Go Kingston,20,12,240,Accessoires,Barry Fatou
V00315,2025-10-24,Téléphone iPhone 13,10,950,9500,Téléphonie,Bah Mariama
V00316,2025-08-14,Téléphone Samsung A15,14,210,2940,Téléphonie,Sow Mamadou
V00317,2025-10-27,Câble HDMI 2m,12,5,60,Accessoires,Diallo Ibrahima
V00318,2025-01-13,Casque Sony WH-CH510,13,55,715,Audio,Sow Mamadou
V00319,2025-04-15,Clé USB 64 Go Kingston,6,12,72,Accessoires,Barry Fatou
V00320,2025-01-22,Clé USB 64 Go Kingston,12,12,144,Accessoires,Barry Fatou
V00321,2025-03-20,Ordinateur Portable Dell,6,880,5280,Informatique,Barry Fatou
V00322,2025-09-20,Ordinateur Lenovo ThinkPad,3,970,2910,Informatique,Diallo Ibrahima
V00323,2025-05-14,Téléphone Samsung A15,15,210,3150,Téléphonie,Barry Fatou
V00324,2025-04-05,Téléphone iPhone 13,13,950,12350,Téléphonie,Diallo Ibrahima
V00325,2025-04-26,Disque Dur Externe 1To,2,75,150,Stockage,Camara Ousmane
V00326,2025-09-28,Clavier mécanique Redragon,8,60,480,Accessoires,Diallo Ibrahima
V00327,2025-02-28,Téléphone iPhone 13,16,950,15200,Téléphonie,Camara Ousmane
V00328,2025-07-04,Clé USB 32 Go SanDisk,7,8,56,Accessoires,Camara Ousmane
V00329,2025-08-14,Ordinateur Portable HP,11,750,8250,Informatique,Barry Fatou
V00330,2025-02-16,Ordinateur Portable HP,17,750,12750,Informatique,Bah Mariama
V00331,2025-08-01,Casque Sony WH-CH510,10,55,550,Audio,Barry Fatou
V00332,2025-07-02,Imprimante Epson EcoTank,7,160,1120,Informatique,Sow Mamadou
V00333,2025-06-29,Ordinateur Lenovo ThinkPad,7,970,6790,Informatique,Camara Ousmane
V00334,2025-10-08,Ordinateur Portable HP,6,750,4500,Informatique,Barry Fatou
V00335,2025-07-21,Imprimante Canon Pixma,2,120,240,Informatique,Barry Fatou
V00336,2025-04-13,Disque SSD 512 Go,14,120,1680,Stockage,Bah Mariama
V00337,2025-06-08,Téléphone iPhone 13,7,950,6650,Téléphonie,Camara Ousmane
V00338,2025-02-19,Souris Logitech M185,9,15,135,Accessoires,Barry Fatou
V00339,2025-10-23,Casque Bluetooth JBL,17,45,765,Audio,Diallo Ibrahima
V00340,2025-01-18,Souris Logitech M185,10,15,150,Accessoires,Camara Ousmane
V00341,2025-09-17,Clé USB 64 Go Kingston,5,12,60,Accessoires,Barry Fatou
V00342,2025-06-11,Clavier mécanique Redragon,12,60,720,Accessoires,Diallo Ibrahima
V00343,2025-09-15,Imprimante Epson EcoTank,12,160,1920,Informatique,Bah Mariama
V00344,2025-09-09,Ordinateur Portable HP,7,750,5250,Informatique,Camara Ousmane
V00345,2025-09-21,Clé USB 64 Go Kingston,3,12,36,Accessoires,Barry Fatou
V00346,2025-06-10,Téléphone iPhone 13,11,950,10450,Téléphonie,Sow Mamadou
V00347,2025-04-29,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Diallo Ibrahima
V00348,2025-01-19,Haut-parleur JBL Go 3,16,40,640,Audio,Sow Mamadou
V00349,2025-03-04,Casque Bluetooth JBL,9,45,405,Audio,Bah Mariama
V00350,2025-01-28,Haut-parleur Bluetooth,8,30,240,Audio,Bah Mariama
V00351,2025-01-21,Imprimante Epson EcoTank,11,160,1760,Informatique,Sow Mamadou
V00352,2025-07-11,Clavier mécanique Redragon,19,60,1140,Accessoires,Barry Fatou
V00353,2025-03-23,Clavier mécanique Redragon,8,60,480,Accessoires,Bah Mariama
V00354,2025-04-12,Haut-parleur JBL Go 3,16,40,640,Audio,Bah Mariama
V00355,2025-02-12,Câble HDMI 2m,8,5,40,Accessoires,Camara Ousmane
V00356,2025-09-03,Ordinateur Portable Dell,11,880,9680,Informatique,Barry Fatou
V00357,2025-04-01,Ordinateur Portable HP,8,750,6000,Informatique,Bah Mariama
V00358,2025-03-09,Téléphone Samsung A15,15,210,3150,Téléphonie,Camara Ousmane
V00359,2025-01-20,Casque Bluetooth JBL,4,45,180,Audio,Diallo Ibrahima
V00360,2025-09-04,Téléphone Samsung A15,9,210,1890,Téléphonie,Bah Mariama
V00361,2025-04-10,Souris Logitech M185,8,15,120,Accessoires,Sow Mamadou
V00362,2025-09-30,Téléphone Samsung A15,15,210,3150,Téléphonie,Sow Mamadou
V00363,2025-08-14,Clé USB 32 Go SanDisk,17,8,136,Accessoires,Bah Mariama
V00364,2025-04-16,Imprimante Epson EcoTank,10,160,1600,Informatique,Camara Ousmane
V00365,2025-06-20,Ordinateur Portable HP,8,750,6000,Informatique,Diallo Ibrahima
V00366,2025-02-22,Souris Gamer Logitech G502,14,60,840,Accessoires,Barry Fatou
V00367,2025-02-20,Souris Logitech M185,7,15,105,Accessoires,Sow Mamadou
V00368,2025-01-12,Clé USB 32 Go SanDisk,20,8,160,Accessoires,Barry Fatou
V00369,2025-07-09,Haut-parleur JBL Go 3,12,40,480,Audio,Camara Ousmane
V00370,2025-02-21,Casque Sony WH-CH510,2,55,110,Audio,Diallo Ibrahima
V00371,2025-09-05,Ordinateur Portable HP,18,750,13500,Informatique,Bah Mariama
V00372,2025-03-30,Imprimante Epson EcoTank,10,160,1600,Informatique,Barry Fatou
V00373,2025-08-22,Disque Dur Externe 1To,19,75,1425,Stockage,Barry Fatou
V00374,2025-08-22,Imprimante Epson EcoTank,8,160,1280,Informatique,Barry Fatou
V00375,2025-07-14,Disque SSD 512 Go,18,120,2160,Stockage,Camara Ousmane
V00376,2025-04-13,Écran Dell 24’’,5,190,950,Informatique,Diallo Ibrahima
V00377,2025-04-12,Clavier mécanique Redragon,15,60,900,Accessoires,Bah Mariama
V00378,2025-05-05,Ordinateur Portable HP,12,750,9000,Informatique,Bah Mariama
V00379,2025-03-14,Disque Dur Externe 1To,11,75,825,Stockage,Barry Fatou
V00380,2025-05-08,Imprimante Canon Pixma,11,120,1320,Informatique,Camara Ousmane
V00381,2025-10-25,Casque Sony WH-CH510,1,55,55,Audio,Camara Ousmane
V00382,2025-10-25,Casque Sony WH-CH510,4,55,220,Audio,Camara Ousmane
V00383,2025-09-13,Souris Logitech M185,1,15,15,Accessoires,Bah Mariama
V00384,2025-04-14,Haut-parleur JBL Go 3,15,40,600,Audio,Diallo Ibrahima
V00385,2025-04-05,Clé USB 32 Go SanDisk,11,8,88,Accessoires,Camara Ousmane
V00386,2025-02-27,Imprimante Canon Pixma,10,120,1200,Informatique,Sow Mamadou
V00387,2025-11-04,Haut-parleur JBL Go 3,6,40,240,Audio,Sow Mamadou
V00388,2025-02-11,Câble HDMI 2m,12,5,60,Accessoires,Diallo Ibrahima
V00389,2025-10-02,Ordinateur Portable HP,12,750,9000,Informatique,Diallo Ibrahima
V00390,2025-10-28,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Barry Fatou
V00391,2025-10-07,Imprimante Canon Pixma,18,120,2160,Informatique,Barry Fatou
V00392,2025-04-21,Clé USB 32 Go SanDisk,20,8,160,Accessoires,Barry Fatou
V00393,2025-03-17,Clé USB 32 Go SanDisk,6,8,48,Accessoires,Camara Ousmane
V00394,2025-10-19,Téléphone Samsung A15,15,210,3150,Téléphonie,Diallo Ibrahima
V00395,2025-04-19,Imprimante Epson EcoTank,18,160,2880,Informatique,Bah Mariama
V00396,2025-03-06,Ordinateur Portable HP,7,750,5250,Informatique,Sow Mamadou
V00397,2025-10-26,Clé USB 32 Go SanDisk,16,8,128,Accessoires,Bah Mariama
V00398,2025-03-25,Haut-parleur JBL Go 3,5,40,200,Audio,Diallo Ibrahima
V00399,2025-02-20,Clé USB 64 Go Kingston,6,12,72,Accessoires,Diallo Ibrahima
V00400,2025-10-08,Casque Bluetooth JBL,9,45,405,Audio,Sow Mamadou
V00401,2025-09-20,Téléphone Samsung A15,20,210,4200,Téléphonie,Camara Ousmane
V00402,2025-02-12,Disque SSD 512 Go,10,120,1200,Stockage,Diallo Ibrahima
V00403,2025-04-02,Haut-parleur Bluetooth,15,30,450,Audio,Barry Fatou
V00404,2025-09-22,Disque Dur Externe 1To,19,75,1425,Stockage,Sow Mamadou
V00405,2025-09-13,Téléphone iPhone 13,1,950,950,Téléphonie,Sow Mamadou
V00406,2025-04-06,Haut-parleur JBL Go 3,12,40,480,Audio,Barry Fatou
V00407,2025-06-10,Ordinateur Portable HP,19,750,14250,Informatique,Camara Ousmane
V00408,2025-10-14,Imprimante Canon Pixma,14,120,1680,Informatique,Camara Ousmane
V00409,2025-03-03,Imprimante Canon Pixma,7,120,840,Informatique,Barry Fatou
V00410,2025-05-05,Clé USB 32 Go SanDisk,6,8,48,Accessoires,Bah Mariama
V00411,2025-04-05,Ordinateur Lenovo ThinkPad,1,970,970,Informatique,Diallo Ibrahima
V00412,2025-10-11,Haut-parleur Bluetooth,13,30,390,Audio,Bah Mariama
V00413,2025-05-04,Haut-parleur JBL Go 3,11,40,440,Audio,Diallo Ibrahima
V00414,2025-08-21,Souris Logitech M185,16,15,240,Accessoires,Sow Mamadou
V00415,2025-01-17,Casque Sony WH-CH510,4,55,220,Audio,Barry Fatou
V00416,2025-06-22,Souris Gamer Logitech G502,20,60,1200,Accessoires,Bah Mariama
V00417,2025-10-13,Téléphone Samsung A15,11,210,2310,Téléphonie,Sow Mamadou
V00418,2025-08-29,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Camara Ousmane
V00419,2025-01-07,Ordinateur Portable Dell,11,880,9680,Informatique,Barry Fatou
V00420,2025-03-05,Téléphone Samsung A15,11,210,2310,Téléphonie,Sow Mamadou
V00421,2025-01-20,Haut-parleur Bluetooth,11,30,330,Audio,Bah Mariama
V00422,2025-02-04,Souris Logitech M185,9,15,135,Accessoires,Barry Fatou
V00423,2025-03-05,Imprimante Epson EcoTank,19,160,3040,Informatique,Bah Mariama
V00424,2025-03-03,Haut-parleur Bluetooth,1,30,30,Audio,Bah Mariama
V00425,2025-01-25,Haut-parleur Bluetooth,7,30,210,Audio,Diallo Ibrahima
V00426,2025-07-08,Souris Logitech M185,3,15,45,Accessoires,Sow Mamadou
V00427,2025-09-22,Téléphone Samsung A15,19,210,3990,Téléphonie,Diallo Ibrahima
V00428,2025-09-18,Haut-parleur Bluetooth,16,30,480,Audio,Camara Ousmane
V00429,2025-05-01,Haut-parleur Bluetooth,17,30,510,Audio,Sow Mamadou
V00430,2025-08-12,Clé USB 64 Go Kingston,15,12,180,Accessoires,Bah Mariama
V00431,2025-02-19,Clé USB 64 Go Kingston,20,12,240,Accessoires,Diallo Ibrahima
V00432,2025-11-08,Disque SSD 512 Go,8,120,960,Stockage,Camara Ousmane
V00433,2025-02-19,Haut-parleur Bluetooth,18,30,540,Audio,Barry Fatou
V00434,2025-08-15,Ordinateur Portable Dell,19,880,16720,Informatique,Sow Mamadou
V00435,2025-06-20,Souris Gamer Logitech G502,11,60,660,Accessoires,Bah Mariama
V00436,2025-11-04,Clé USB 64 Go Kingston,5,12,60,Accessoires,Barry Fatou
V00437,2025-08-22,Téléphone iPhone 13,13,950,12350,Téléphonie,Camara Ousmane
V00438,2025-05-24,Câble HDMI 2m,1,5,5,Accessoires,Sow Mamadou
V00439,2025-02-09,Ordinateur Portable Dell,8,880,7040,Informatique,Sow Mamadou
V00440,2025-06-19,Haut-parleur JBL Go 3,7,40,280,Audio,Camara Ousmane
V00441,2025-10-17,Haut-parleur JBL Go 3,2,40,80,Audio,Barry Fatou
V00442,2025-04-22,Ordinateur Lenovo ThinkPad,17,970,16490,Informatique,Bah Mariama
V00443,2025-03-21,Téléphone Samsung A15,16,210,3360,Téléphonie,Sow Mamadou
V00444,2025-02-07,Clé USB 64 Go Kingston,2,12,24,Accessoires,Diallo Ibrahima
V00445,2025-06-10,Ordinateur Portable Dell,2,880,1760,Informatique,Barry Fatou
V00446,2025-11-10,Écran Dell 24’’,8,190,1520,Informatique,Diallo Ibrahima
V00447,2025-10-25,Ordinateur Lenovo ThinkPad,4,970,3880,Informatique,Sow Mamadou
V00448,2025-08-31,Ordinateur Portable Dell,4,880,3520,Informatique,Barry Fatou
V00449,2025-09-03,Disque Dur Externe 1To,11,75,825,Stockage,Barry Fatou
V00450,2025-06-25,Clé USB 32 Go SanDisk,8,8,64,Accessoires,Camara Ousmane
V00451,2025-10-30,Clé USB 64 Go Kingston,18,12,216,Accessoires,Barry Fatou
V00452,2025-08-09,Souris Gamer Logitech G502,2,60,120,Accessoires,Diallo Ibrahima
V00453,2025-07-09,Clavier mécanique Redragon,6,60,360,Accessoires,Camara Ousmane
V00454,2025-10-14,Imprimante Canon Pixma,9,120,1080,Informatique,Barry Fatou
V00455,2025-02-09,Souris Logitech M185,12,15,180,Accessoires,Diallo Ibrahima
V00456,2025-08-17,Ordinateur Portable HP,16,750,12000,Informatique,Sow Mamadou
V00457,2025-05-28,Clé USB 32 Go SanDisk,17,8,136,Accessoires,Sow Mamadou
V00458,2025-04-27,Souris Logitech M185,7,15,105,Accessoires,Sow Mamadou
V00459,2025-05-18,Haut-parleur Bluetooth,2,30,60,Audio,Camara Ousmane
V00460,2025-07-03,Ordinateur Portable Dell,9,880,7920,Informatique,Camara Ousmane
V00461,2025-03-17,Disque SSD 512 Go,12,120,1440,Stockage,Barry Fatou
V00462,2025-07-27,Câble HDMI 2m,14,5,70,Accessoires,Camara Ousmane
V00463,2025-01-05,Ordinateur Lenovo ThinkPad,8,970,7760,Informatique,Sow Mamadou
V00464,2025-06-29,Clé USB 64 Go Kingston,10,12,120,Accessoires,Diallo Ibrahima
V00465,2025-09-14,Imprimante Canon Pixma,6,120,720,Informatique,Sow Mamadou
V00466,2025-03-12,Imprimante Canon Pixma,12,120,1440,Informatique,Bah Mariama
V00467,2025-02-24,Casque Sony WH-CH510,6,55,330,Audio,Sow Mamadou
V00468,2025-11-01,Haut-parleur Bluetooth,7,30,210,Audio,Diallo Ibrahima
V00469,2025-07-24,Disque Dur Externe 1To,11,75,825,Stockage,Bah Mariama
V00470,2025-02-04,Imprimante Epson EcoTank,19,160,3040,Informatique,Barry Fatou
V00471,2025-11-10,Clavier mécanique Redragon,20,60,1200,Accessoires,Bah Mariama
V00472,2025-02-09,Téléphone iPhone 13,8,950,7600,Téléphonie,Sow Mamadou
V00473,2025-01-20,Disque SSD 512 Go,17,120,2040,Stockage,Sow Mamadou
V00474,2025-02-18,Ordinateur Portable HP,20,750,15000,Informatique,Sow Mamadou
V00475,2025-04-08,Ordinateur Lenovo ThinkPad,10,970,9700,Informatique,Bah Mariama
V00476,2025-03-06,Casque Sony WH-CH510,13,55,715,Audio,Diallo Ibrahima
V00477,2025-01-20,Haut-parleur JBL Go 3,16,40,640,Audio,Sow Mamadou
V00478,2025-04-22,Disque SSD 512 Go,17,120,2040,Stockage,Sow Mamadou
V00479,2025-09-27,Casque Bluetooth JBL,5,45,225,Audio,Bah Mariama
V00480,2025-10-05,Écran Dell 24’’,14,190,2660,Informatique,Sow Mamadou
V00481,2025-05-04,Écran Dell 24’’,11,190,2090,Informatique,Diallo Ibrahima
V00482,2025-02-04,Casque Bluetooth JBL,11,45,495,Audio,Camara Ousmane
V00483,2025-10-22,Téléphone Samsung A15,1,210,210,Téléphonie,Barry Fatou
V00484,2025-02-25,Souris Gamer Logitech G502,19,60,1140,Accessoires,Barry Fatou
V00485,2025-01-08,Écran Dell 24’’,4,190,760,Informatique,Camara Ousmane
V00486,2025-07-12,Casque Sony WH-CH510,6,55,330,Audio,Bah Mariama
V00487,2025-02-23,Clé USB 64 Go Kingston,5,12,60,Accessoires,Diallo Ibrahima
V00488,2025-04-29,Disque SSD 512 Go,15,120,1800,Stockage,Bah Mariama
V00489,2025-03-08,Clé USB 64 Go Kingston,18,12,216,Accessoires,Diallo Ibrahima
V00490,2025-10-26,Casque Bluetooth JBL,16,45,720,Audio,Diallo Ibrahima
V00491,2025-04-23,Téléphone Samsung A15,2,210,420,Téléphonie,Bah Mariama
V00492,2025-04-26,Disque SSD 512 Go,18,120,2160,Stockage,Diallo Ibrahima
V00493,2025-05-10,Imprimante Canon Pixma,13,120,1560,Informatique,Barry Fatou
V00494,2025-07-07,Haut-parleur Bluetooth,16,30,480,Audio,Sow Mamadou
V00495,2025-09-13,Écran Dell 24’’,6,190,1140,Informatique,Barry Fatou
V00496,2025-08-06,Imprimante Epson EcoTank,7,160,1120,Informatique,Diallo Ibrahima
V00497,2025-09-05,Téléphone iPhone 13,3,950,2850,Téléphonie,Barry Fatou
V00498,2025-03-17,Disque SSD 512 Go,15,120,1800,Stockage,Camara Ousmane
V00499,2025-03-03,Casque Sony WH-CH510,9,55,495,Audio,Bah Mariama
V00500,2025-03-27,Ordinateur Portable HP,8,750,6000,Informatique,Bah Mariama
V00501,2025-05-27,Casque Sony WH-CH510,5,55,275,Audio,Sow Mamadou
V00502,2025-02-24,Imprimante Canon Pixma,11,120,1320,Informatique,Camara Ousmane
V00503,2025-04-02,Ordinateur Portable HP,20,750,15000,Informatique,Bah Mariama
V00504,2025-10-07,Téléphone iPhone 13,17,950,16150,Téléphonie,Sow Mamadou
V00505,2025-07-31,Disque Dur Externe 1To,7,75,525,Stockage,Camara Ousmane
V00506,2025-07-13,Clé USB 64 Go Kingston,2,12,24,Accessoires,Sow Mamadou
V00507,2025-04-03,Haut-parleur Bluetooth,9,30,270,Audio,Bah Mariama
V00508,2025-08-08,Souris Logitech M185,20,15,300,Accessoires,Bah Mariama
V00509,2025-11-10,Imprimante Epson EcoTank,11,160,1760,Informatique,Barry Fatou
V00510,2025-02-08,Imprimante Epson EcoTank,6,160,960,Informatique,Barry Fatou
V00511,2025-04-29,Imprimante Canon Pixma,18,120,2160,Informatique,Barry Fatou
V00512,2025-10-15,Souris Logitech M185,3,15,45,Accessoires,Diallo Ibrahima
V00513,2025-03-27,Souris Logitech M185,4,15,60,Accessoires,Barry Fatou
V00514,2025-05-02,Imprimante Canon Pixma,11,120,1320,Informatique,Diallo Ibrahima
V00515,2025-02-23,Ordinateur Portable Dell,2,880,1760,Informatique,Diallo Ibrahima
V00516,2025-10-19,Clé USB 64 Go Kingston,8,12,96,Accessoires,Barry Fatou
V00517,2025-04-13,Souris Logitech M185,6,15,90,Accessoires,Diallo Ibrahima
V00518,2025-10-03,Souris Gamer Logitech G502,15,60,900,Accessoires,Barry Fatou
V00519,2025-06-13,Haut-parleur Bluetooth,13,30,390,Audio,Sow Mamadou
V00520,2025-04-28,Clé USB 32 Go SanDisk,1,8,8,Accessoires,Sow Mamadou
V00521,2025-06-21,Disque Dur Externe 1To,17,75,1275,Stockage,Barry Fatou
V00522,2025-09-29,Téléphone iPhone 13,17,950,16150,Téléphonie,Diallo Ibrahima
V00523,2025-07-05,Disque SSD 512 Go,10,120,1200,Stockage,Camara Ousmane
V00524,2025-04-07,Imprimante Canon Pixma,16,120,1920,Informatique,Bah Mariama
V00525,2025-06-02,Téléphone iPhone 13,4,950,3800,Téléphonie,Bah Mariama
V00526,2025-06-19,Téléphone Samsung A15,19,210,3990,Téléphonie,Diallo Ibrahima
V00527,2025-02-27,Haut-parleur Bluetooth,9,30,270,Audio,Sow Mamadou
V00528,2025-09-09,Clé USB 32 Go SanDisk,3,8,24,Accessoires,Diallo Ibrahima
V00529,2025-05-15,Câble HDMI 2m,3,5,15,Accessoires,Camara Ousmane
V00530,2025-01-29,Casque Bluetooth JBL,2,45,90,Audio,Camara Ousmane
V00531,2025-09-20,Ordinateur Portable Dell,9,880,7920,Informatique,Sow Mamadou
V00532,2025-09-18,Imprimante Epson EcoTank,16,160,2560,Informatique,Barry Fatou
V00533,2025-10-24,Ordinateur Portable Dell,17,880,14960,Informatique,Barry Fatou
V00534,2025-08-10,Câble HDMI 2m,9,5,45,Accessoires,Diallo Ibrahima
V00535,2025-06-11,Clé USB 32 Go SanDisk,18,8,144,Accessoires,Diallo Ibrahima
V00536,2025-08-11,Téléphone Samsung A15,14,210,2940,Téléphonie,Sow Mamadou
V00537,2025-10-06,Clé USB 32 Go SanDisk,2,8,16,Accessoires,Barry Fatou
V00538,2025-04-26,Téléphone Samsung A15,6,210,1260,Téléphonie,Diallo Ibrahima
V00539,2025-08-29,Imprimante Epson EcoTank,5,160,800,Informatique,Bah Mariama
V00540,2025-08-11,Ordinateur Lenovo ThinkPad,15,970,14550,Informatique,Camara Ousmane
V00541,2025-08-01,Clavier mécanique Redragon,10,60,600,Accessoires,Barry Fatou
V00542,2025-08-06,Téléphone Samsung A15,4,210,840,Téléphonie,Diallo Ibrahima
V00543,2025-06-04,Téléphone Samsung A15,1,210,210,Téléphonie,Sow Mamadou
V00544,2025-09-25,Haut-parleur JBL Go 3,10,40,400,Audio,Sow Mamadou
V00545,2025-02-08,Haut-parleur JBL Go 3,14,40,560,Audio,Camara Ousmane
V00546,2025-10-30,Clé USB 64 Go Kingston,7,12,84,Accessoires,Sow Mamadou
V00547,2025-06-03,Câble HDMI 2m,8,5,40,Accessoires,Barry Fatou
V00548,2025-02-05,Souris Logitech M185,17,15,255,Accessoires,Camara Ousmane
V00549,2025-08-13,Haut-parleur Bluetooth,15,30,450,Audio,Sow Mamadou
V00550,2025-05-11,Ordinateur Portable HP,16,750,12000,Informatique,Barry Fatou
V00551,2025-06-18,Imprimante Canon Pixma,9,120,1080,Informatique,Sow Mamadou
V00552,2025-09-17,Imprimante Epson EcoTank,11,160,1760,Informatique,Camara Ousmane
V00553,2025-07-06,Casque Sony WH-CH510,3,55,165,Audio,Sow Mamadou
V00554,2025-08-03,Souris Logitech M185,12,15,180,Accessoires,Barry Fatou
V00555,2025-10-09,Souris Gamer Logitech G502,10,60,600,Accessoires,Sow Mamadou
V00556,2025-01-05,Ordinateur Portable Dell,15,880,13200,Informatique,Diallo Ibrahima
V00557,2025-08-10,Casque Bluetooth JBL,5,45,225,Audio,Sow Mamadou
V00558,2025-01-25,Téléphone Samsung A15,16,210,3360,Téléphonie,Camara Ousmane
V00559,2025-01-09,Souris Logitech M185,5,15,75,Accessoires,Camara Ousmane
V00560,2025-02-16,Clé USB 64 Go Kingston,2,12,24,Accessoires,Sow Mamadou
V00561,2025-09-04,Imprimante Epson EcoTank,14,160,2240,Informatique,Diallo Ibrahima
V00562,2025-07-24,Disque Dur Externe 1To,15,75,1125,Stockage,Camara Ousmane
V00563,2025-02-25,Ordinateur Portable HP,1,750,750,Informatique,Diallo Ibrahima
V00564,2025-01-02,Souris Gamer Logitech G502,16,60,960,Accessoires,Bah Mariama
V00565,2025-08-10,Souris Logitech M185,9,15,135,Accessoires,Diallo Ibrahima
V00566,2025-08-06,Clé USB 64 Go Kingston,6,12,72,Accessoires,Camara Ousmane
V00567,2025-08-03,Disque SSD 512 Go,13,120,1560,Stockage,Bah Mariama
V00568,2025-08-02,Ordinateur Portable HP,12,750,9000,Informatique,Bah Mariama
V00569,2025-10-17,Câble HDMI 2m,12,5,60,Accessoires,Camara Ousmane
V00570,2025-11-03,Clavier mécanique Redragon,20,60,1200,Accessoires,Barry Fatou
V00571,2025-08-01,Câble HDMI 2m,16,5,80,Accessoires,Diallo Ibrahima
V00572,2025-06-18,Casque Bluetooth JBL,2,45,90,Audio,Diallo Ibrahima
V00573,2025-08-04,Ordinateur Lenovo ThinkPad,13,970,12610,Informatique,Camara Ousmane
V00574,2025-05-16,Imprimante Canon Pixma,8,120,960,Informatique,Sow Mamadou
V00575,2025-09-21,Ordinateur Portable HP,18,750,13500,Informatique,Camara Ousmane
V00576,2025-09-30,Ordinateur Portable HP,3,750,2250,Informatique,Bah Mariama
V00577,2025-03-01,Clavier mécanique Redragon,15,60,900,Accessoires,Barry Fatou
V00578,2025-05-28,Casque Sony WH-CH510,2,55,110,Audio,Sow Mamadou
V00579,2025-06-26,Téléphone iPhone 13,20,950,19000,Téléphonie,Camara Ousmane
V00580,2025-01-18,Écran Dell 24’’,10,190,1900,Informatique,Barry Fatou
V00581,2025-06-12,Téléphone iPhone 13,9,950,8550,Téléphonie,Sow Mamadou
V00582,2025-05-19,Téléphone iPhone 13,20,950,19000,Téléphonie,Sow Mamadou
V00583,2025-06-26,Haut-parleur JBL Go 3,9,40,360,Audio,Barry Fatou
V00584,2025-05-26,Écran Dell 24’’,1,190,190,Informatique,Bah Mariama
V00585,2025-08-03,Disque SSD 512 Go,5,120,600,Stockage,Camara Ousmane
V00586,2025-03-18,Haut-parleur JBL Go 3,15,40,600,Audio,Camara Ousmane
V00587,2025-02-10,Ordinateur Portable Dell,12,880,10560,Informatique,Diallo Ibrahima
V00588,2025-06-13,Haut-parleur Bluetooth,5,30,150,Audio,Diallo Ibrahima
V00589,2025-07-04,Écran Dell 24’’,1,190,190,Informatique,Sow Mamadou
V00590,2025-05-18,Clavier mécanique Redragon,19,60,1140,Accessoires,Diallo Ibrahima
V00591,2025-01-28,Souris Gamer Logitech G502,12,60,720,Accessoires,Barry Fatou
V00592,2025-02-05,Ordinateur Portable HP,3,750,2250,Informatique,Diallo Ibrahima
V00593,2025-07-01,Ordinateur Portable HP,16,750,12000,Informatique,Bah Mariama
V00594,2025-03-05,Casque Sony WH-CH510,3,55,165,Audio,Camara Ousmane
V00595,2025-09-12,Disque SSD 512 Go,12,120,1440,Stockage,Sow Mamadou
V00596,2025-10-08,Casque Bluetooth JBL,5,45,225,Audio,Diallo Ibrahima
